patch_id,learned_neighbor_id,weight
238,241,0.0038409128
239,189,0.0032094815
239,164,0.0031990616
239,144,0.0031988188
240,102,0.003901841
240,118,0.0037234128
240,98,0.0035515742
241,122,0.0035614786
241,82,0.0034912108
241,164,0.003382094
242,118,0.004244578
242,75,0.0041380827
242,102,0.0040334645
243,118,0.004527365
243,44,0.0044657197
243,75,0.0041582817
244,102,0.004163644
244,118,0.003890111
244,98,0.0038327891
245,102,0.004179447
245,118,0.0041614217
245,98,0.0040034354
246,118,0.004335576
246,44,0.0041672164
246,75,0.0041297856
247,75,0.0042350125
247,120,0.0039726486
247,44,0.0038976273
248,44,0.0033313537
248,99,0.0032367785
248,79,0.0032111092
249,102,0.0042994614
249,118,0.0042655263
249,184,0.0038395745
250,118,0.005097158
250,44,0.0044799014
250,37,0.004391795
251,102,0.004098991
251,136,0.0036770639
251,96,0.0035676628
252,102,0.0036904516
252,184,0.0036482178
252,104,0.0035951724
253,102,0.004022207
253,184,0.0038298892
253,168,0.0035884434
254,102,0.0043577175
254,184,0.00425747
254,104,0.0038067983
255,136,0.0037412678
255,134,0.0036886616
255,140,0.0036540045
256,145,0.00455336
256,303,0.0040324656
256,135,0.003918666
257,145,0.004369324
257,152,0.0043126047
257,329,0.004244948
258,118,0.004617877
258,44,0.004468794
258,75,0.004226038
259,164,0.0034268717
259,189,0.003378718
259,163,0.0032539144
260,128,0.0034873665
260,213,0.0034745682
260,164,0.003473148
261,118,0.0050180173
261,44,0.004881347
261,102,0.004549966
262,118,0.0040823817
262,102,0.003992906
262,44,0.0039267275
263,145,0.004278766
263,303,0.0041456446
263,231,0.003779745
264,75,0.003843672
264,118,0.003834946
264,34,0.003828935
265,103,0.0033170588
265,91,0.003304547
265,160,0.0032752035
266,50,0.0033524786
266,17,0.0033298808
266,39,0.0032933874
267,83,0.0031793572
267,103,0.0031771339
267,221,0.0031720353
268,75,0.0034849776
268,32,0.0034218086
268,25,0.003402587
269,44,0.0043541645
269,118,0.0042864634
269,102,0.0042292844
270,75,0.0039704796
270,99,0.0039320015
270,44,0.0039185164
271,102,0.003573782
271,96,0.0034205667
271,143,0.0033810355
272,44,0.0034617174
272,118,0.0033688433
272,121,0.0033241683
273,118,0.0038122651
273,75,0.0037159836
273,102,0.0037156206
274,118,0.0042510717
274,102,0.004075215
274,44,0.0038649319
275,184,0.0038672439
275,102,0.0038525283
275,179,0.0036206532
276,136,0.004156007
276,135,0.003930301
276,140,0.0039006537
277,134,0.0046215155
277,140,0.004420445
277,212,0.0042833756
278,122,0.0039704638
278,235,0.0037151158
278,213,0.003676133
279,189,0.003994599
279,184,0.0039752084
279,164,0.0037531971
280,102,0.004083086
280,98,0.004000484
